handle,tweets,is_retweet,retweet_count,favorite_count,hour,month_f,day,year,text,hashtag
realDonaldTrump,got fired like dog redstate one leading opposition,False,3037,8076,19,MAR,18,2016,got fired like dog redstate one leading opposition,[]
realDonaldTrump,senator made horrible statements endorsed wonder nobody trusts politicians,False,5195,13845,19,MAR,18,2016,senator made horrible statements endorsed wonder nobody trusts politicians,[]
realDonaldTrump,lyin ted cruz lost five races tuesday given jinx lindsey graham endorsement also backed jeb lindsey got,False,5304,16646,16,MAR,18,2016,lyin ted cruz lost five races tuesday given jinx lindsey graham endorsement also backed jeb lindsey got,[]
realDonaldTrump,join us salt lake city utah tonight,False,3288,9608,15,MAR,18,2016,join us salt lake city utah tonight,[]
realDonaldTrump,hillary clinton involved corruption professional life,False,14310,35606,0,MAR,18,2016,hillary clinton involved corruption professional life,[]
realDonaldTrump,make america great,False,14653,32936,20,MAR,17,2016,make america great,[]
realDonaldTrump,star reboot liar liar hillary clinton ted cruz let know,False,6510,11696,18,MAR,17,2016,star reboot liar liar hillary clinton ted cruz let know,[]
realDonaldTrump,highly overrated amp crazy always complaining trump yet devotes shows focus others megyn,False,5965,21821,16,MAR,17,2016,highly overrated amp crazy always complaining trump yet devotes shows focus others megyn,[]
realDonaldTrump,looking like victories tuesday good ohio two days ohio mine,False,3375,13750,16,MAR,17,2016,looking like victories tuesday good ohio two days ohio mine,[]
realDonaldTrump,see arizona friday saturday,False,3688,10332,16,MAR,17,2016,see arizona friday saturday,[]
realDonaldTrump,please explain dummies editorial board love debate according drudge etc,False,4286,13959,13,MAR,17,2016,please explain dummies editorial board love debate according drudge etc,[]
realDonaldTrump,bad math good news nobody cares say editorials anymore especially,False,3880,13203,13,MAR,17,2016,bad math good news nobody cares say editorials anymore especially,[]
realDonaldTrump,editorial says clinton primary vote total trump knock opponents apologize,False,5405,16821,13,MAR,17,2016,editorial says clinton primary vote total trump knock opponents apologize,[]
realDonaldTrump,reason lyin ted cruz lost much evangelical vote smart tolerate liars big problem,False,4678,14913,12,MAR,17,2016,reason lyin ted cruz lost much evangelical vote smart tolerate liars big problem,[]
realDonaldTrump,crazy complaining defend yet bad show total hit piece tough,False,4158,13847,12,MAR,17,2016,crazy complaining defend yet bad show total hit piece tough,[]
realDonaldTrump,great news cancelled additional debate many times people ask question beat cruz debating,False,5823,21692,10,MAR,17,2016,great news cancelled additional debate many times people ask question beat cruz debating,[]
realDonaldTrump,crazy supposedly lyin ted cruz show last night ted desperate lying getting worse ted win,False,4381,14522,10,MAR,17,2016,crazy supposedly lyin ted cruz show last night ted desperate lying getting worse ted win,[]
realDonaldTrump,stuart stevens failed campaign manager mitt romney historic loss telling republican party trump sad,False,4441,13655,10,MAR,17,2016,stuart stevens failed campaign manager mitt romney historic loss telling republican party trump sad,[]
realDonaldTrump,interviewed reilly factor evening pm fox news channel,False,3209,12345,21,MAR,16,2016,interviewed reilly factor evening pm fox news channel,[]
realDonaldTrump,thank missouri,False,5082,17443,21,MAR,16,2016,thank missouri,[]
realDonaldTrump,wow missouri,False,7763,27925,18,MAR,16,2016,wow missouri,[]
realDonaldTrump,skate b c fixed rink nyc gov spent failed good trump,True,6369,14582,18,MAR,16,2016,skate b c fixed rink nyc gov spent failed good trump,[]
realDonaldTrump,making big speech night debate wish everyone well yesterday big day wins,False,4901,18998,17,MAR,16,2016,making big speech night debate wish everyone well yesterday big day wins,[]
realDonaldTrump,thank governor florida rick scott endorsement greatly appreciate support,False,5749,20137,17,MAR,16,2016,thank governor florida rick scott endorsement greatly appreciate support,[]
realDonaldTrump,last weeks negative ads florida amp massive landslide establishment save,False,8255,25248,17,MAR,16,2016,last weeks negative ads florida amp massive landslide establishment save,[]
realDonaldTrump,yesterday amazing victories lyin ted cruz zero things going well,False,5374,17877,17,MAR,16,2016,yesterday amazing victories lyin ted cruz zero things going well,[]
realDonaldTrump,want president,False,7855,16093,16,MAR,16,2016,want president,[]
realDonaldTrump,great job television morning glad side,False,2326,9377,13,MAR,16,2016,great job television morning glad side,[]
realDonaldTrump,think beat hillaryclinton looking forward trump president,False,3549,11686,13,MAR,16,2016,think beat hillaryclinton looking forward trump president,[]
realDonaldTrump,great last night much appreciate thank,False,2885,10479,12,MAR,16,2016,great last night much appreciate thank,[]
realDonaldTrump,interviewed enjoy,False,1442,7115,12,MAR,16,2016,interviewed enjoy,[]
realDonaldTrump,interviewed enjoy,False,1195,6079,11,MAR,16,2016,interviewed enjoy,[]
realDonaldTrump,interviewed,False,1280,6252,10,MAR,16,2016,interviewed,[]
realDonaldTrump,interviewed big wins last night,False,1330,6812,10,MAR,16,2016,interviewed big wins last night,[]
realDonaldTrump,funny switched media stand,False,2073,8537,5,MAR,16,2016,funny switched media stand,[]
realDonaldTrump,thank god board help us ty,False,2614,9512,5,MAR,16,2016,thank god board help us ty,[]
realDonaldTrump,thank marco agree,False,15581,31896,3,MAR,16,2016,thank marco agree,[]
realDonaldTrump,wish wonderful daughter tiffany could us mar lago great election victory winner,False,3565,17722,2,MAR,16,2016,wish wonderful daughter tiffany could us mar lago great election victory winner,[]
realDonaldTrump,thank illinois,False,6400,17893,1,MAR,16,2016,thank illinois,[]
realDonaldTrump,thank north carolina,False,6577,18560,1,MAR,16,2016,thank north carolina,[]
realDonaldTrump,watching networks local news really good night crazy unwatchable,False,5331,17455,0,MAR,16,2016,watching networks local news really good night crazy unwatchable,[]
realDonaldTrump,thank florida,False,10381,25307,0,MAR,16,2016,thank florida,[]
realDonaldTrump,thank northern mariana islands,False,4404,14232,0,MAR,16,2016,thank northern mariana islands,[]
realDonaldTrump,watch crazy megyn anymore talks never mentions four people race two people big amp,False,4321,16767,0,MAR,16,2016,watch crazy megyn anymore talks never mentions four people race two people big amp,[]
realDonaldTrump,media biased trump would delegates,False,3874,12641,23,MAR,15,2016,media biased trump would delegates,[]
realDonaldTrump,trying hard bash ridiculous worry everyone wise crazy megyn,False,3349,11401,23,MAR,15,2016,trying hard bash ridiculous worry everyone wise crazy megyn,[]
realDonaldTrump,hayes looking depressed well,False,2496,8050,23,MAR,15,2016,hayes looking depressed well,[]
realDonaldTrump,tried give shot tonight whole anti trump cheerleading team,False,2628,8678,23,MAR,15,2016,tried give shot tonight whole anti trump cheerleading team,[]
realDonaldTrump,choking results call justifiable kelly justifying everything says,False,2402,8514,23,MAR,15,2016,choking results call justifiable kelly justifying everything says,[]
realDonaldTrump,going watch primary results saw looks like tonight,False,3066,10608,23,MAR,15,2016,going watch primary results saw looks like tonight,[]
realDonaldTrump,word despite record amount spent negative phony ads massive victory florida numbers soon,False,5985,21034,23,MAR,15,2016,word despite record amount spent negative phony ads massive victory florida numbers soon,[]
realDonaldTrump,lot complaints people saying name ballot various places florida hope false,False,8089,20258,19,MAR,15,2016,lot complaints people saying name ballot various places florida hope false,[]
realDonaldTrump,bring jobs back u keep companies leaving nobody else economy sing,False,6422,17869,16,MAR,15,2016,bring jobs back u keep companies leaving nobody else economy sing,[]
realDonaldTrump,presidential voting far john kasich zero would good candidate hillary would beat beat hillary,False,4705,15648,16,MAR,15,2016,presidential voting far john kasich zero would good candidate hillary would beat beat hillary,[]
realDonaldTrump,ohio losing jobs mexico losing ford many others kasich weak illegal immigration need strong borders,False,5486,16496,15,MAR,15,2016,ohio losing jobs mexico losing ford many others kasich weak illegal immigration need strong borders,[]
realDonaldTrump,watching john kasich interviewed acting innocent like nice guy remember second debate put,False,3479,12002,14,MAR,15,2016,watching john kasich interviewed acting innocent like nice guy remember second debate put,[]
realDonaldTrump,mathematically statistically impossible kasich get would need remaining delegates nominee,True,5509,13654,14,MAR,15,2016,mathematically statistically impossible kasich get would need remaining delegates nominee,[]
realDonaldTrump,florida illinois missouri north carolina ohio,False,6777,16101,13,MAR,15,2016,florida illinois missouri north carolina ohio,[]
realDonaldTrump,north carolina lost manufacturing jobs ohio lost since going mexico etc win bring back,False,6125,14068,13,MAR,15,2016,north carolina lost manufacturing jobs ohio lost since going mexico etc win bring back,[]
realDonaldTrump,friends amp would honored,True,3729,10681,13,MAR,15,2016,friends amp would honored,[]
realDonaldTrump,big news declared winner cnmi rep caucus vote thank,False,5522,16104,12,MAR,15,2016,big news declared winner cnmi rep caucus vote thank,[]
realDonaldTrump,good morning ohio additional information daughter,False,3341,8721,12,MAR,15,2016,good morning ohio additional information daughter,[]
realDonaldTrump,reward mitt romney let us last presidential race voting kasich voted nafta open borders etc,False,5282,14339,11,MAR,15,2016,reward mitt romney let us last presidential race voting kasich voted nafta open borders etc,[]
realDonaldTrump,please remember candidate self funding campaign kasich rubio cruz bought paid lobbyists,False,7530,19583,10,MAR,15,2016,please remember candidate self funding campaign kasich rubio cruz bought paid lobbyists,[]
realDonaldTrump,bring jobs back america fix military take care vets end common core obamacare protect nd build wall,False,8123,20119,10,MAR,15,2016,bring jobs back america fix military take care vets end common core obamacare protect nd build wall,[]
realDonaldTrump,rubio weak illegal immigration worst voting record u senate many years never make america great,False,4145,12363,4,MAR,15,2016,rubio weak illegal immigration worst voting record u senate many years never make america great,[]
realDonaldTrump,kasich voted nafta disaster ohio wants even worse tpp approved vote trump end madness,False,5051,12944,4,MAR,15,2016,kasich voted nafta disaster ohio wants even worse tpp approved vote trump end madness,[]
realDonaldTrump,listening interview replay savage nation donald trump thanks,False,2047,6801,3,MAR,15,2016,listening interview replay savage nation donald trump thanks,[]
realDonaldTrump,,False,4123,9096,3,MAR,15,2016,,[]
realDonaldTrump,believe big winner tomorrow thank,False,2613,9230,3,MAR,15,2016,believe big winner tomorrow thank,[]
realDonaldTrump,started mess protesters course media made worse,False,2936,8932,3,MAR,15,2016,started mess protesters course media made worse,[]
realDonaldTrump,sadly kind stuff even happened ronald reagan nothing nice,False,13924,23773,1,MAR,15,2016,sadly kind stuff even happened ronald reagan nothing nice,[]
realDonaldTrump,thank youngstown ohio love get amp tomorrow,False,4734,13639,0,MAR,15,2016,thank youngstown ohio love get amp tomorrow,[]
realDonaldTrump,kasich helped decimate coal steel industries ohio bring back,False,5792,13151,16,MAR,14,2016,kasich helped decimate coal steel industries ohio bring back,[]
realDonaldTrump,gov kasich voted nafta devastated ohio pushing tpp hard bad american workers,False,4896,10892,16,MAR,14,2016,gov kasich voted nafta devastated ohio pushing tpp hard bad american workers,[]
realDonaldTrump,leaving great people north carolina amazing event heading tampa,False,3358,12353,16,MAR,14,2016,leaving great people north carolina amazing event heading tampa,[]
realDonaldTrump,look forward tampa afternoon wonderful crowds thank florida,False,3262,12291,15,MAR,14,2016,look forward tampa afternoon wonderful crowds thank florida,[]
realDonaldTrump,country borders video,False,7429,18141,12,MAR,14,2016,country borders video,[]
realDonaldTrump,received thank pete tuesday ohio,False,11752,30469,0,MAR,14,2016,received thank pete tuesday ohio,[]
realDonaldTrump,live stream donald trump speak boca raton fl protesters already trump speaks,True,1523,4730,0,MAR,14,2016,live stream donald trump speak boca raton fl protesters already trump speaks,[]
realDonaldTrump,lyin ted,False,7147,14504,20,MAR,13,2016,lyin ted,[]
realDonaldTrump,failing truly one worst newspapers knowingly write lies never even call fact check really bad people,False,5536,15496,18,MAR,13,2016,failing truly one worst newspapers knowingly write lies never even call fact check really bad people,[]
realDonaldTrump,gov kasich cannot run state pennsylvania cannot win nomination amp allowed compete ohio tue,False,5767,15360,18,MAR,13,2016,gov kasich cannot run state pennsylvania cannot win nomination amp allowed compete ohio tue,[]
realDonaldTrump,carly fiorina agree ted cruz another politician talk action,False,6525,14351,17,MAR,13,2016,carly fiorina agree ted cruz another politician talk action,[]
realDonaldTrump,thank kevin unification party republican wins massive,False,4206,10520,17,MAR,13,2016,thank kevin unification party republican wins massive,[]
realDonaldTrump,gov kasich ohio stated morning show watch politics anything television watches,False,4311,12326,14,MAR,13,2016,gov kasich ohio stated morning show watch politics anything television watches,[]
realDonaldTrump,ohio gov kasich voted nafta ohio never recovered wants tpp even worse ohio steel coal dying,False,6010,13041,11,MAR,13,2016,ohio gov kasich voted nafta ohio never recovered wants tpp even worse ohio steel coal dying,[]
realDonaldTrump,bernie sanders lying says disruptors told go events careful bernie supporters go,False,13873,34846,11,MAR,13,2016,bernie sanders lying says disruptors told go events careful bernie supporters go,[]
realDonaldTrump,repulsive trump assaulted politicians used victimize trump disgusting,False,4092,11677,11,MAR,13,2016,repulsive trump assaulted politicians used victimize trump disgusting,[]
realDonaldTrump,wow kasich qualify run state pennsylvania enough signatures big problem,False,6456,17519,3,MAR,13,2016,wow kasich qualify run state pennsylvania enough signatures big problem,[]
realDonaldTrump,trump says chaos chicago planned attack hillary insists spontaneous reaction internet video,True,16814,29971,2,MAR,13,2016,trump says chaos chicago planned attack hillary insists spontaneous reaction internet video,[]
realDonaldTrump,usss excellent job stopping maniac running stage ties isis jail,False,10966,21203,23,MAR,12,2016,usss excellent job stopping maniac running stage ties isis jail,[]
realDonaldTrump,people ohio know john kasich strongly favor common core words education children c way,False,6911,16704,22,MAR,12,2016,people ohio know john kasich strongly favor common core words education children c way,[]
realDonaldTrump,video,False,4411,11832,22,MAR,12,2016,video,[]
realDonaldTrump,finished second speech k dayton amp k cleveland perfectly behaved crowd thanks love ohio,False,9836,29457,20,MAR,12,2016,finished second speech k dayton amp k cleveland perfectly behaved crowd thanks love ohio,[]
realDonaldTrump,clinton sanders people disrupted rally chicago say must talk people phony politicians,False,11828,29054,18,MAR,12,2016,clinton sanders people disrupted rally chicago say must talk people phony politicians,[]
realDonaldTrump,last person hillary bernie want run donald trump fact,False,7520,21155,18,MAR,12,2016,last person hillary bernie want run donald trump fact,[]
realDonaldTrump,asking law enforcement check dishonest early voting florida behalf little marco rubio way run country,False,6496,16758,18,MAR,12,2016,asking law enforcement check dishonest early voting florida behalf little marco rubio way run country,[]
realDonaldTrump,word early voting fl dishonest little marco state chairman amp minions working overtime trying rig vote,False,6619,14358,18,MAR,12,2016,word early voting fl dishonest little marco state chairman amp minions working overtime trying rig vote,[]
realDonaldTrump,rally cincinnati media put false reports cancelled,False,4338,11868,18,MAR,12,2016,rally cincinnati media put false reports cancelled,[]
realDonaldTrump,thank dayton ohio supporters largest airport history,False,6585,18459,18,MAR,12,2016,thank dayton ohio supporters largest airport history,[]
realDonaldTrump,make america great,False,13538,28488,14,MAR,12,2016,make america great,[]
realDonaldTrump,way dayton ohio soon,False,2950,12345,14,MAR,12,2016,way dayton ohio soon,[]
realDonaldTrump,rally cincinnati media put false reports cancelled great love ohio,False,5576,15681,14,MAR,12,2016,rally cincinnati media put false reports cancelled great love ohio,[]
realDonaldTrump,ohio biggest budget increase u striking oil would bust governor kasich favor tpp fraud,False,4392,11694,14,MAR,12,2016,ohio biggest budget increase u striking oil would bust governor kasich favor tpp fraud,[]
realDonaldTrump,absentee governor kasich voted nafta nafta devastated ohio disaster never recovered kasich good mexico,False,5972,13805,13,MAR,12,2016,absentee governor kasich voted nafta nafta devastated ohio disaster never recovered kasich good mexico,[]
realDonaldTrump,organized group people many thugs shut first amendment rights chicago totally energized america,False,24525,41244,11,MAR,12,2016,organized group people many thugs shut first amendment rights chicago totally energized america,[]
realDonaldTrump,got phone great people guam thank support today,False,4861,17486,2,MAR,12,2016,got phone great people guam thank support today,[]
realDonaldTrump,great news thank governor ralph dlg torres,False,3921,10713,23,MAR,11,2016,great news thank governor ralph dlg torres,[]
realDonaldTrump,means much receiving endorsement phyllis schlafly truly great woman amp conservative,False,6898,20268,22,MAR,11,2016,means much receiving endorsement phyllis schlafly truly great woman amp conservative,[]
realDonaldTrump,thank st louis missouri,False,3867,11573,21,MAR,11,2016,thank st louis missouri,[]
realDonaldTrump,rumor going business losing much money great news likewise dopey mort zuckerman,False,3258,10055,20,MAR,11,2016,rumor going business losing much money great news likewise dopey mort zuckerman,[]
realDonaldTrump,,False,4957,10505,17,MAR,11,2016,,[]
realDonaldTrump,dr ben carson concur believe god change people make us better,False,7148,19849,16,MAR,11,2016,dr ben carson concur believe god change people make us better,[]
realDonaldTrump,prob w pundits saying last fall chance shows media touch w americans,True,4332,10980,15,MAR,11,2016,prob w pundits saying last fall chance shows media touch w americans,[]
realDonaldTrump,please read full endorsement president united states,True,8890,18906,15,MAR,11,2016,please read full endorsement president united states,[]
realDonaldTrump,endorse time unite behind candidate beat hillary clinton return government people,True,21602,37704,15,MAR,11,2016,endorse time unite behind candidate beat hillary clinton return government people,[]
realDonaldTrump,many people fight change dc leader outsider perspective amp vision guts amp energy get done,True,11725,23477,15,MAR,11,2016,many people fight change dc leader outsider perspective amp vision guts amp energy get done,[]
realDonaldTrump,scrum video emerges suggest wapo reporter ben terris misidentifies lewandowski fields incident breitbart,True,2265,4224,15,MAR,11,2016,scrum video emerges suggest wapo reporter ben terris misidentifies lewandowski fields incident breitbart,[]
realDonaldTrump,thank,False,5227,13784,6,MAR,11,2016,thank,[]
realDonaldTrump,let clear never someone either play amp let win vote trump,False,4426,10828,6,MAR,11,2016,let clear never someone either play amp let win vote trump,[]
realDonaldTrump,thank america,False,4744,13864,5,MAR,11,2016,thank america,[]
realDonaldTrump,thank mark,False,2404,7387,5,MAR,11,2016,thank mark,[]
realDonaldTrump,trump man america best vote thank,False,2387,8926,5,MAR,11,2016,trump man america best vote thank,[]
realDonaldTrump,wow correct totally biased disgusting reporting,False,6511,18231,21,MAR,10,2016,wow correct totally biased disgusting reporting,[]
realDonaldTrump,another dishonest politician,False,4922,11708,23,MAR,9,2016,another dishonest politician,[]
realDonaldTrump,keep lightweight marco friends white house,False,5339,13848,22,MAR,9,2016,keep lightweight marco friends white house,[]
realDonaldTrump,phony club growth tried shake one million dollars amp putting nasty negative ads total losers,False,4884,13971,21,MAR,9,2016,phony club growth tried shake one million dollars amp putting nasty negative ads total losers,[]
realDonaldTrump,thank hawaii,False,5767,20463,7,MAR,9,2016,thank hawaii,[]
realDonaldTrump,great evening would like thank everyone wonderful support,False,6078,23591,3,MAR,9,2016,great evening would like thank everyone wonderful support,[]
realDonaldTrump,live stream donald trump press conference,True,1596,5424,2,MAR,9,2016,live stream donald trump press conference,[]
realDonaldTrump,thank michigan,False,7345,21206,2,MAR,9,2016,thank michigan,[]
realDonaldTrump,thank mississippi,False,6175,18999,1,MAR,9,2016,thank mississippi,[]
realDonaldTrump,thank,False,3695,11314,1,MAR,9,2016,thank,[]
realDonaldTrump,thank america,False,4306,12527,1,MAR,9,2016,thank america,[]
realDonaldTrump,word well michigan mississippi wow money spent going trump jupiter,False,4982,19550,23,MAR,8,2016,word well michigan mississippi wow money spent going trump jupiter,[]
realDonaldTrump,hear came another one phony polls leading totally discredited last c poll,False,2764,9213,23,MAR,8,2016,hear came another one phony polls leading totally discredited last c poll,[]
realDonaldTrump,aloha hawaii would honored vote find caucus,True,2639,8753,23,MAR,8,2016,aloha hawaii would honored vote find caucus,[]
realDonaldTrump,negative television commercials paid politicians bosses total watch remember,False,5676,14973,20,MAR,8,2016,negative television commercials paid politicians bosses total watch remember,[]
realDonaldTrump,hawaii,False,2988,7064,17,MAR,8,2016,hawaii,[]
realDonaldTrump,,False,2230,6529,17,MAR,8,2016,,[]
realDonaldTrump,,False,2014,5962,17,MAR,8,2016,,[]
realDonaldTrump,,False,2111,6217,17,MAR,8,2016,,[]
realDonaldTrump,,False,2058,6104,17,MAR,8,2016,,[]
realDonaldTrump,mitt romney chance blew lindsey graham ran president got zero quit spokesmen sad,False,5392,16770,17,MAR,8,2016,mitt romney chance blew lindsey graham ran president got zero quit spokesmen sad,[]
realDonaldTrump,remember one self funding campaign candidates bought paid special interests,False,7387,19242,16,MAR,8,2016,remember one self funding campaign candidates bought paid special interests,[]
realDonaldTrump,sun sentinel says rubio lacks experience work ethic gravitas needed president earned vote,False,3941,11072,16,MAR,8,2016,sun sentinel says rubio lacks experience work ethic gravitas needed president earned vote,[]
realDonaldTrump,wishing father tremendous luck michigan mississippi idaho amp hawaii today amazing father,False,2550,9106,15,MAR,8,2016,wishing father tremendous luck michigan mississippi idaho amp hawaii today amazing father,[]
realDonaldTrump,make america great,False,9600,18602,15,MAR,8,2016,make america great,[]
realDonaldTrump,thank,False,2156,7740,15,MAR,8,2016,thank,[]
realDonaldTrump,michigan mississippi idaho amp hawaii get vote join movement today video,False,4573,10864,14,MAR,8,2016,michigan mississippi idaho amp hawaii get vote join movement today video,[]
realDonaldTrump,club growth dishonest group represent conservative values terribly amp bad america,False,3352,7947,2,MAR,8,2016,club growth dishonest group represent conservative values terribly amp bad america,[]
realDonaldTrump,people forget club growth asked million said amp went negative extortion,False,3817,8904,2,MAR,8,2016,people forget club growth asked million said amp went negative extortion,[]
realDonaldTrump,ted cruz welcoming syrian refugees,False,4668,8877,2,MAR,8,2016,ted cruz welcoming syrian refugees,[]
realDonaldTrump,employ many people hawaii great hotel honolulu soon vote hawaii,False,4274,14011,2,MAR,8,2016,employ many people hawaii great hotel honolulu soon vote hawaii,[]
realDonaldTrump,cruz came mississippi nobody left state rally madison ms thank,False,5415,16530,1,MAR,8,2016,cruz came mississippi nobody left state rally madison ms thank,[]
realDonaldTrump,interviewed tonight pm est enjoy,False,2551,8523,0,MAR,8,2016,interviewed tonight pm est enjoy,[]
realDonaldTrump,new ad concerning lightweight senator marco rubio,False,3074,7542,23,MAR,7,2016,new ad concerning lightweight senator marco rubio,[]
realDonaldTrump,thank idaho love potatoes nobody grows better president protect market,False,5171,14584,22,MAR,7,2016,thank idaho love potatoes nobody grows better president protect market,[]
realDonaldTrump,lightweight senator marco rubio features trump univ students fl attack ads submitted excellent reviews,False,2809,6740,22,MAR,7,2016,lightweight senator marco rubio features trump univ students fl attack ads submitted excellent reviews,[]
realDonaldTrump,setup underway rally madison,False,3087,9389,21,MAR,7,2016,setup underway rally madison,[]
realDonaldTrump,great michigan remember presidential candidate bring jobs back u protect car industry,False,4679,14027,21,MAR,7,2016,great michigan remember presidential candidate bring jobs back u protect car industry,[]
realDonaldTrump,believe millions dollars phony television ads lightweight rubio r establishment dishonest people,False,5849,17272,16,MAR,7,2016,believe millions dollars phony television ads lightweight rubio r establishment dishonest people,[]
realDonaldTrump,leaving north carolina big crowd fun,False,3396,12077,15,MAR,7,2016,leaving north carolina big crowd fun,[]
realDonaldTrump,congratulation adam scott folks trump national doral producing really great wgc tournament amazing finish,False,1997,8550,13,MAR,7,2016,congratulation adam scott folks trump national doral producing really great wgc tournament amazing finish,[]
realDonaldTrump,using facebook twitter expose dishonest lightweight senator marco rubio record show senate scamming florida,False,5716,15660,13,MAR,7,2016,using facebook twitter expose dishonest lightweight senator marco rubio record show senate scamming florida,[]
realDonaldTrump,cannot let failing republican establishment could stop obama twice ruin movement millions false ads,False,7285,18821,13,MAR,7,2016,cannot let failing republican establishment could stop obama twice ruin movement millions false ads,[]
realDonaldTrump,lindsey graham v much like failed candidate mitt romney nasty angry jealous failures zero credibility,False,5048,14875,12,MAR,7,2016,lindsey graham v much like failed candidate mitt romney nasty angry jealous failures zero credibility,[]
realDonaldTrump,failed presidential candidate lindsey graham respect destroyed run brought got nasty,False,3038,10562,11,MAR,7,2016,failed presidential candidate lindsey graham respect destroyed run brought got nasty,[]
realDonaldTrump,fight millions dollars fraudulent commercials pushing crooked politicians using facebook amp twitter watch,False,9125,26462,2,MAR,7,2016,fight millions dollars fraudulent commercials pushing crooked politicians using facebook amp twitter watch,[]
realDonaldTrump,phony v commercials bought payed special interest groups bandits tell pols,False,7153,19637,2,MAR,7,2016,phony v commercials bought payed special interest groups bandits tell pols,[]
realDonaldTrump,washington versus trump amp trumps supporters,False,2152,7065,23,MAR,6,2016,washington versus trump amp trumps supporters,[]
realDonaldTrump,solid interview fair one great job mr trump keep good work,False,2129,7569,23,MAR,6,2016,solid interview fair one great job mr trump keep good work,[]
realDonaldTrump,hour hit job today totally biased mostly false dishonest media,False,3548,10234,18,MAR,6,2016,hour hit job today totally biased mostly false dishonest media,[]
realDonaldTrump,trump national doral best resort u rory adam scott great watch nbc p make america great,False,2159,8398,18,MAR,6,2016,trump national doral best resort u rory adam scott great watch nbc p make america great,[]
realDonaldTrump,thank fair professional interview morning wonder ratings,False,2941,9910,18,MAR,6,2016,thank fair professional interview morning wonder ratings,[]
realDonaldTrump,fraud lightweight marco made tv ad trumpu featuring people signed letters,False,3140,7335,17,MAR,6,2016,fraud lightweight marco made tv ad trumpu featuring people signed letters,[]
realDonaldTrump,primary plaintiff phony trump university suit wants abandon case disgraceful,False,3190,9064,17,MAR,6,2016,primary plaintiff phony trump university suit wants abandon case disgraceful,[]
realDonaldTrump,nancy reagan wife truly great president amazing woman missed,False,8339,27186,17,MAR,6,2016,nancy reagan wife truly great president amazing woman missed,[]
realDonaldTrump,david brooks new york times closing dumbest clue,False,2381,8065,17,MAR,6,2016,david brooks new york times closing dumbest clue,[]
realDonaldTrump,thank michigan,False,4240,11787,17,MAR,6,2016,thank michigan,[]
realDonaldTrump,florida miss opportunity thank,False,4099,9988,15,MAR,6,2016,florida miss opportunity thank,[]
realDonaldTrump,interviewed morning enjoy,False,1491,6598,13,MAR,6,2016,interviewed morning enjoy,[]
realDonaldTrump,devastated lightweight senator marco rubio got trounced tonight big loser two big states great,False,5497,19557,5,MAR,6,2016,devastated lightweight senator marco rubio got trounced tonight big loser two big states great,[]
realDonaldTrump,thank kentucky,False,5361,17075,3,MAR,6,2016,thank kentucky,[]
realDonaldTrump,thank louisiana,False,5147,16857,2,MAR,6,2016,thank louisiana,[]
realDonaldTrump,live louisiana maine kentucky kansas remember vote today together let,True,3215,9908,19,MAR,5,2016,live louisiana maine kentucky kansas remember vote today together let,[]
realDonaldTrump,cadillac world golf championship miami tomorrow rory phil bubba adam dustin top,False,2115,8093,18,MAR,5,2016,cadillac world golf championship miami tomorrow rory phil bubba adam dustin top,[]
realDonaldTrump,thank willie robertson,False,4017,12108,18,MAR,5,2016,thank willie robertson,[]
realDonaldTrump,would love cadillac world golf championship miami even orlando,False,1927,7378,18,MAR,5,2016,would love cadillac world golf championship miami even orlando,[]
realDonaldTrump,watching two clown announcers try build failed presidential candidate fox news bag,False,4545,13353,18,MAR,5,2016,watching two clown announcers try build failed presidential candidate fox news bag,[]
realDonaldTrump,romney failed advisors like campaign mgr stuart stevens tv telling people win lost know win,False,3320,10530,18,MAR,5,2016,romney failed advisors like campaign mgr stuart stevens tv telling people win lost know win,[]
realDonaldTrump,disaster candidate guts choked romney total joke everyone knows,False,3827,11953,17,MAR,5,2016,disaster candidate guts choked romney total joke everyone knows,[]
realDonaldTrump,thank kansas line going orlando event mile long massive crowd expected leaving kansas soon,False,2925,10315,17,MAR,5,2016,thank kansas line going orlando event mile long massive crowd expected leaving kansas soon,[]
realDonaldTrump,,False,2008,7236,16,MAR,5,2016,,[]
realDonaldTrump,getting ready make speech great honor,False,1763,7255,16,MAR,5,2016,getting ready make speech great honor,[]
realDonaldTrump,thank kansas thousands people inside thousands outside get hall really amazing,False,2293,10074,16,MAR,5,2016,thank kansas thousands people inside thousands outside get hall really amazing,[]
realDonaldTrump,people kentucky rand paul want runs back due presidential failure,False,2084,7302,16,MAR,5,2016,people kentucky rand paul want runs back due presidential failure,[]
realDonaldTrump,would anyone kentucky listen failed presidential candidate rand paul caucus made fool ky nd choice,False,1952,7655,16,MAR,5,2016,would anyone kentucky listen failed presidential candidate rand paul caucus made fool ky nd choice,[]
realDonaldTrump,orlando florida afternoon people expected movement like great country never seen,False,4282,13130,14,MAR,5,2016,orlando florida afternoon people expected movement like great country never seen,[]
realDonaldTrump,wow big lines kansas,False,2385,9159,14,MAR,5,2016,wow big lines kansas,[]
realDonaldTrump,today voters please remember candidate self funding campaign bought paid,False,6907,20652,13,MAR,5,2016,today voters please remember candidate self funding campaign bought paid,[]
realDonaldTrump,great time last night louisiana big energetic crowd go vote polls open make america great,False,2825,9556,13,MAR,5,2016,great time last night louisiana big energetic crowd go vote polls open make america great,[]
