handle,tweets,is_retweet,retweet_count,favorite_count,hour,month_f,day,year,text,hashtag
realDonaldTrump,last nights winner clear amp proven time amp time lets lets win,True,7178,17673,15,SEP,8,2016,last nights winner clear amp proven time amp time lets lets win,[]
HillaryClinton,donald trump absolutely stands behind horrible tweet sexual assault military,True,1670,1899,14,SEP,8,2016,donald trump absolutely stands behind horrible tweet sexual assault military,[]
HillaryClinton,last night trump chose talk deep admiration support putin maybe smile,False,6907,17044,14,SEP,8,2016,last night trump chose talk deep admiration support putin maybe smile,[]
HillaryClinton,next time donald trump throws temper tantrum imagine nuclear codes,False,5281,8978,14,SEP,8,2016,next time donald trump throws temper tantrum imagine nuclear codes,[]
HillaryClinton,love country serve entire heart mind soul hillary tarmac reporters,False,2336,7480,14,SEP,8,2016,love country serve entire heart mind soul hillary tarmac reporters,[]
realDonaldTrump,rough night hillary clinton abc news,False,8941,29965,12,SEP,8,2016,rough night hillary clinton abc news,[]
HillaryClinton,one candidate election ready america commander chief,False,2851,8386,12,SEP,8,2016,one candidate election ready america commander chief,[]
realDonaldTrump,wow reviews thank,False,5212,22331,10,SEP,8,2016,wow reviews thank,[]
realDonaldTrump,coming,False,2326,10877,10,SEP,8,2016,coming,[]
realDonaldTrump,thank nice reviews last night,False,3929,16814,10,SEP,8,2016,thank nice reviews last night,[]
realDonaldTrump,thank america great polls,False,9687,23543,9,SEP,8,2016,thank america great polls,[]
realDonaldTrump,thank fantastic veterans reviews polls almost everyone commander chief presentation great nice,False,9500,37224,4,SEP,8,2016,thank fantastic veterans reviews polls almost everyone commander chief presentation great nice,[]
HillaryClinton,imagine man charge men women uniform,False,1821,3755,3,SEP,8,2016,imagine man charge men women uniform,[]
HillaryClinton,trump matt lauer iraq totally war proof trump lying,True,3140,3842,2,SEP,8,2016,trump matt lauer iraq totally war proof trump lying,[]
HillaryClinton,actually taking office president seriously looks like,False,13354,35941,1,SEP,8,2016,actually taking office president seriously looks like,[]
HillaryClinton,trump unpresidential trifecta tonight attack generals praise putin blame women combat sexual assault,True,8082,10884,1,SEP,8,2016,trump unpresidential trifecta tonight attack generals praise putin blame women combat sexual assault,[]
HillaryClinton,trump tried prove fit serve president comparing unfavorably putin,True,1864,2700,1,SEP,8,2016,trump tried prove fit serve president comparing unfavorably putin,[]
HillaryClinton,really believe saw republican nominee president heap praise thuggish russian leader denigrating military,True,6667,10234,1,SEP,8,2016,really believe saw republican nominee president heap praise thuggish russian leader denigrating military,[]
HillaryClinton,donald trump unqualified totally unfit commander chief stop register vote today,False,3058,6320,1,SEP,8,2016,donald trump unqualified totally unfit commander chief stop register vote today,[]
HillaryClinton,text qualified agree one candidate tonight showed ready next president,False,1321,4950,1,SEP,8,2016,text qualified agree one candidate tonight showed ready next president,[]
HillaryClinton,donald trump could next commander chief chip make sure never happens,False,1059,2772,0,SEP,8,2016,donald trump could next commander chief chip make sure never happens,[]
HillaryClinton,correct tweet donald trump,False,6982,8468,0,SEP,8,2016,correct tweet donald trump,[]
HillaryClinton,donald trump super secret plan fight isis still super secret,True,858,1615,0,SEP,8,2016,donald trump super secret plan fight isis still super secret,[]
HillaryClinton,man talks veterans military families like deserve commander chief,True,4156,8944,0,SEP,8,2016,man talks veterans military families like deserve commander chief,[]
HillaryClinton,worst part first time donald trump praised russia putin,False,3915,6082,0,SEP,8,2016,worst part first time donald trump praised russia putin,[]
HillaryClinton,todas las heridas son visibles los veteranos merecen el mejor cuidado de salud mental disponible,True,505,1143,0,SEP,8,2016,todas las heridas son visibles los veteranos merecen el mejor cuidado de salud mental disponible,[]
HillaryClinton,good brain donald trump foreign policy advisors,False,1983,3612,0,SEP,8,2016,good brain donald trump foreign policy advisors,[]
HillaryClinton,donald trump said supported invading iraq,True,1512,1799,0,SEP,8,2016,donald trump said supported invading iraq,[]
HillaryClinton,tonight trump going try claim ready commander chief facts say otherwise follow see,False,1119,3512,0,SEP,8,2016,tonight trump going try claim ready commander chief facts say otherwise follow see,[]
HillaryClinton,every wound seen veterans deserve best mental health services give,False,3460,9276,0,SEP,8,2016,every wound seen veterans deserve best mental health services give,[]
HillaryClinton,unlike opponent hillary plan defeat isis secret,True,753,1476,0,SEP,8,2016,unlike opponent hillary plan defeat isis secret,[]
HillaryClinton,need everything remove barriers health care veterans need whether physical mental,False,1284,3868,0,SEP,8,2016,need everything remove barriers health care veterans need whether physical mental,[]
HillaryClinton,let va privatized hillary,False,970,2405,0,SEP,8,2016,let va privatized hillary,[]
HillaryClinton,hillary spent decades fighting veterans members military families,False,1366,2909,0,SEP,8,2016,hillary spent decades fighting veterans members military families,[]
HillaryClinton,next commander chief needs steadiness strength judgment make life death decisions,False,1131,3136,0,SEP,8,2016,next commander chief needs steadiness strength judgment make life death decisions,[]
HillaryClinton,takes experience toughness steady temperament commander chief,False,2188,6667,0,SEP,8,2016,takes experience toughness steady temperament commander chief,[]
HillaryClinton,donald trump proven unfit commander chief,False,2253,5053,23,SEP,7,2016,donald trump proven unfit commander chief,[]
HillaryClinton,person trash talks military never set foot oval office,True,2895,6212,23,SEP,7,2016,person trash talks military never set foot oval office,[]
HillaryClinton,must force unity america vision includes us gen john allen dnc,True,420,1154,23,SEP,7,2016,must force unity america vision includes us gen john allen dnc,[]
HillaryClinton,trump pay play scandal revolves around trump u scam preyed people like military family,True,1794,2190,23,SEP,7,2016,trump pay play scandal revolves around trump u scam preyed people like military family,[]
HillaryClinton,tonight americans hear trump would commander chief reasons unfit job,False,1135,2324,22,SEP,7,2016,tonight americans hear trump would commander chief reasons unfit job,[]
HillaryClinton,man bait tweet man trust nuclear weapons,False,4461,8273,22,SEP,7,2016,man bait tweet man trust nuclear weapons,[]
realDonaldTrump,thank peter elected think big country amp never let american people,False,8382,22041,22,SEP,7,2016,thank peter elected think big country amp never let american people,[]
HillaryClinton,rt believe donald trump actions speak louder empty words,True,4940,6341,21,SEP,7,2016,rt believe donald trump actions speak louder empty words,[]
HillaryClinton,man talks veterans military families like deserve commander chief,False,4156,8944,21,SEP,7,2016,man talks veterans military families like deserve commander chief,[]
realDonaldTrump,wow thank pensacola fl see friday pm join,False,7075,22533,20,SEP,7,2016,wow thank pensacola fl see friday pm join,[]
HillaryClinton,u presidency entry level job hillary time secretary state shows ready,False,3516,8254,20,SEP,7,2016,u presidency entry level job hillary time secretary state shows ready,[]
HillaryClinton,trump use charitable foundation prevent state attorney general investigating fraud,False,2099,3590,19,SEP,7,2016,trump use charitable foundation prevent state attorney general investigating fraud,[]
realDonaldTrump,,False,9149,27548,18,SEP,7,2016,,[]
HillaryClinton,leon panetta agree hillary one best secretaries state,False,1369,3435,17,SEP,7,2016,leon panetta agree hillary one best secretaries state,[]
HillaryClinton,download app complete daily challenges elect next president,True,294,714,17,SEP,7,2016,download app complete daily challenges elect next president,[]
HillaryClinton,afford president would sabotage efforts fight climate change,False,1845,4381,17,SEP,7,2016,afford president would sabotage efforts fight climate change,[]
HillaryClinton,hillary tiene la experiencia confío en ella para mí primero país exsecretario republicano de comercio,True,618,1187,16,SEP,7,2016,hillary tiene la experiencia confío en ella para mí primero país exsecretario republicano de comercio,[]
HillaryClinton,donald trump know african americans would offended pushed birther conspiracy,False,2043,3834,16,SEP,7,2016,donald trump know african americans would offended pushed birther conspiracy,[]
HillaryClinton,seals took bin laden brought terrorists families safety first american honor,False,1706,4129,15,SEP,7,2016,seals took bin laden brought terrorists families safety first american honor,[]
realDonaldTrump,donald trump leads hillary clinton points among military veteran voters poll,False,8618,22958,15,SEP,7,2016,donald trump leads hillary clinton points among military veteran voters poll,[]
HillaryClinton,endorsed democrat president since wwii endorsing hillary,False,2426,5249,14,SEP,7,2016,endorsed democrat president since wwii endorsing hillary,[]
HillaryClinton,world leaders hillary tenure secretary state prepared president,False,3384,6986,13,SEP,7,2016,world leaders hillary tenure secretary state prepared president,[]
HillaryClinton,recommend u president,True,4752,8149,11,SEP,7,2016,recommend u president,[]
HillaryClinton,know isis generals donald trump,False,3345,7549,11,SEP,7,2016,know isis generals donald trump,[]
realDonaldTrump,standing cnn attempt bully shout defending bias,False,5298,17312,4,SEP,7,2016,standing cnn attempt bully shout defending bias,[]
HillaryClinton,donald trump show americans respect deserve deserve president,False,2971,7180,2,SEP,7,2016,donald trump show americans respect deserve deserve president,[]
HillaryClinton,enter win signed copy hillary tim new book,False,478,1484,2,SEP,7,2016,enter win signed copy hillary tim new book,[]
realDonaldTrump,interviewed tonight pme enjoy,False,3096,13398,1,SEP,7,2016,interviewed tonight pme enjoy,[]
HillaryClinton,think made lot sacrifices trump response parents humayun khan died serving iraq,False,3859,7225,1,SEP,7,2016,think made lot sacrifices trump response parents humayun khan died serving iraq,[]
realDonaldTrump,thank north carolina get amp,False,6536,19531,0,SEP,7,2016,thank north carolina get amp,[]
HillaryClinton,helping immigrant families stay together tearing apart,False,1750,4532,0,SEP,7,2016,helping immigrant families stay together tearing apart,[]
HillaryClinton,gop cares defunding protecting confederate flag protecting millions zika,True,859,1450,0,SEP,7,2016,gop cares defunding protecting confederate flag protecting millions zika,[]
HillaryClinton,clinton proposals would revolutionize treat young children america,False,896,2399,22,SEP,6,2016,clinton proposals would revolutionize treat young children america,[]
realDonaldTrump,great meeting military spouses virginia joined amp,False,6407,19108,22,SEP,6,2016,great meeting military spouses virginia joined amp,[]
HillaryClinton,donald trump problem looking someone different actually seeing,False,3614,7717,21,SEP,6,2016,donald trump problem looking someone different actually seeing,[]
realDonaldTrump,thank amazing military families service members veterans,False,8472,26346,20,SEP,6,2016,thank amazing military families service members veterans,[]
HillaryClinton,take threat climate change make america clean energy superpower nothing,False,2679,6023,19,SEP,6,2016,take threat climate change make america clean energy superpower nothing,[]
HillaryClinton,vote year like future depends,False,1238,2480,19,SEP,6,2016,vote year like future depends,[]
HillaryClinton,call republicans put people politics finally vote clean funding bill fight zika right florida,False,1049,2617,19,SEP,6,2016,call republicans put people politics finally vote clean funding bill fight zika right florida,[]
HillaryClinton,donald trump totally unfit unqualified president united states,False,741,1465,19,SEP,6,2016,donald trump totally unfit unqualified president united states,[]
HillaryClinton,trump says knows isis generals wrong disrespectful men women uniform,False,966,2180,18,SEP,6,2016,trump says knows isis generals wrong disrespectful men women uniform,[]
HillaryClinton,right many americans held back student debt got fix,False,522,1112,18,SEP,6,2016,right many americans held back student debt got fix,[]
HillaryClinton,anybody working full time living poverty time raise minimum wage,False,676,1342,18,SEP,6,2016,anybody working full time living poverty time raise minimum wage,[]
HillaryClinton,america say alone fix say fix together,False,752,1549,18,SEP,6,2016,america say alone fix say fix together,[]
HillaryClinton,going make economy grow also going make fair,False,586,1116,18,SEP,6,2016,going make economy grow also going make fair,[]
HillaryClinton,want president americans americans democrats republicans independents hillary,False,752,1830,18,SEP,6,2016,want president americans americans democrats republicans independents hillary,[]
HillaryClinton,stakes campaign higher make sure registered vote,False,656,1149,18,SEP,6,2016,stakes campaign higher make sure registered vote,[]
HillaryClinton,days left watch live hillary hits trail tampa,False,735,2524,18,SEP,6,2016,days left watch live hillary hits trail tampa,[]
realDonaldTrump,join pensacola florida friday pm,False,4819,14298,17,SEP,6,2016,join pensacola florida friday pm,[]
realDonaldTrump,thank,False,12785,33970,17,SEP,6,2016,thank,[]
HillaryClinton,one candidate race standing working families take look,False,1061,2541,16,SEP,6,2016,one candidate race standing working families take look,[]
HillaryClinton,veterans military families deserve better,False,1787,3808,15,SEP,6,2016,veterans military families deserve better,[]
realDonaldTrump,mainstream media never covered hillary massive hacking coughing attack yet trending,False,14388,36990,15,SEP,6,2016,mainstream media never covered hillary massive hacking coughing attack yet trending,[]
realDonaldTrump,message undecided voters please wake vote donaldtrump trump pence important save america late,False,6723,20412,13,SEP,6,2016,message undecided voters please wake vote donaldtrump trump pence important save america late,[]
realDonaldTrump,thank,False,10859,28653,12,SEP,6,2016,thank,[]
realDonaldTrump,tribute late great phyllis schlafly hope everybody go get latest book conservative case trump,False,5727,18968,12,SEP,6,2016,tribute late great phyllis schlafly hope everybody go get latest book conservative case trump,[]
HillaryClinton,today hear trump talk veterans new ad hearing trump months,False,4710,8400,12,SEP,6,2016,today hear trump talk veterans new ad hearing trump months,[]
realDonaldTrump,china provide red carpet stairway air force one philippines president calls obama son whore terrible,False,11104,31681,11,SEP,6,2016,china provide red carpet stairway air force one philippines president calls obama son whore terrible,[]
realDonaldTrump,truly great phyllis schlafly honored strong endorsement president passed away special,False,7113,26935,11,SEP,6,2016,truly great phyllis schlafly honored strong endorsement president passed away special,[]
HillaryClinton,stronger together,True,3251,11643,3,SEP,6,2016,stronger together,[]
HillaryClinton,essence campaign bigotry donald trump new hampshire,False,2880,6637,1,SEP,6,2016,essence campaign bigotry donald trump new hampshire,[]
HillaryClinton,unions backs working families decades need know,False,1445,3812,23,SEP,5,2016,unions backs working families decades need know,[]
HillaryClinton,clinton foundation receives high marks trump fined pay play scheme,True,2505,3452,23,SEP,5,2016,clinton foundation receives high marks trump fined pay play scheme,[]
realDonaldTrump,thank ohio,False,9539,26563,22,SEP,5,2016,thank ohio,[]
HillaryClinton,years ago speech pushed political discourse forced global dialogue gender equality,True,1265,2639,22,SEP,5,2016,years ago speech pushed political discourse forced global dialogue gender equality,[]
HillaryClinton,human rights women rights women rights human rights hillary beijing years ago today,False,7761,18328,21,SEP,5,2016,human rights women rights women rights human rights hillary beijing years ago today,[]
HillaryClinton,sec labor frances perkins first woman cabinet member architect fair labor standards act,False,2423,6359,20,SEP,5,2016,sec labor frances perkins first woman cabinet member architect fair labor standards act,[]
HillaryClinton,one candidate would stand workers families much,False,2876,6681,19,SEP,5,2016,one candidate would stand workers families much,[]
HillaryClinton,unions gave us higher wages weekends largest middle class world worth celebrating amp protecting happy h,False,4200,11021,19,SEP,5,2016,unions gave us higher wages weekends largest middle class world worth celebrating amp protecting happy h,[]
realDonaldTrump,heading youngstown ohio great polls,False,10440,26448,18,SEP,5,2016,heading youngstown ohio great polls,[]
HillaryClinton,yes,False,793,2254,18,SEP,5,2016,yes,[]
realDonaldTrump,thank american legion post hosting amp roundtable labor leaders,False,5986,19280,16,SEP,5,2016,thank american legion post hosting amp roundtable labor leaders,[]
HillaryClinton,unions stand workers need someone backs need president,False,3727,9445,16,SEP,5,2016,unions stand workers need someone backs need president,[]
HillaryClinton,fan weekends thank union member,False,2947,6892,14,SEP,5,2016,fan weekends thank union member,[]
realDonaldTrump,video,False,5977,16226,14,SEP,5,2016,video,[]
realDonaldTrump,believe chinese would give obama proper stairway get plane fight tarmac,False,7846,19333,14,SEP,5,2016,believe chinese would give obama proper stairway get plane fight tarmac,[]
realDonaldTrump,president obama amp putin fail reach deal syria else new obama natural deal maker makes bad deals,False,9669,29131,13,SEP,5,2016,president obama amp putin fail reach deal syria else new obama natural deal maker makes bad deals,[]
realDonaldTrump,followed patriot amp support sticking together,False,3784,14209,3,SEP,5,2016,followed patriot amp support sticking together,[]
realDonaldTrump,biker rally perry kansas everyone fan love,False,4813,17781,3,SEP,5,2016,biker rally perry kansas everyone fan love,[]
realDonaldTrump,trump leads get real lose big,False,4483,15870,1,SEP,5,2016,trump leads get real lose big,[]
realDonaldTrump,need show americans hillary kill country vote trump,False,5810,18922,1,SEP,5,2016,need show americans hillary kill country vote trump,[]
realDonaldTrump,defies belief web lies hillary spinning one excuse another,False,4916,16330,1,SEP,5,2016,defies belief web lies hillary spinning one excuse another,[]
HillaryClinton,need better community resources college aged students facing mental health challenges,True,1740,4364,0,SEP,5,2016,need better community resources college aged students facing mental health challenges,[]
realDonaldTrump,lyin hillary clinton told fbi know c markings documents stood classified happening,False,19509,49578,23,SEP,4,2016,lyin hillary clinton told fbi know c markings documents stood classified happening,[]
HillaryClinton,going one left washington trump work insulted,False,4448,11191,23,SEP,4,2016,going one left washington trump work insulted,[]
realDonaldTrump,african american community democrats failed fifty years high crime poor schools jobs fix vote,False,12743,37448,23,SEP,4,2016,african american community democrats failed fifty years high crime poor schools jobs fix vote,[]
realDonaldTrump,polls close crooked hillary getting bed campaign tomorrow hammer devices acid wash e mails,False,14314,36356,23,SEP,4,2016,polls close crooked hillary getting bed campaign tomorrow hammer devices acid wash e mails,[]
realDonaldTrump,great state arizona massive rally amazing people weak ineffective senator jeff flake sad,False,6188,21427,23,SEP,4,2016,great state arizona massive rally amazing people weak ineffective senator jeff flake sad,[]
realDonaldTrump,republican party needs strong committed leaders weak people going stop illegal immigration,False,7233,22192,22,SEP,4,2016,republican party needs strong committed leaders weak people going stop illegal immigration,[]
HillaryClinton,hillary clinton quietly bold idea stop drug price spikes,True,794,1730,21,SEP,4,2016,hillary clinton quietly bold idea stop drug price spikes,[]
HillaryClinton,astonishing republican nominee still refuses acknowledge born united states,False,4349,8705,18,SEP,4,2016,astonishing republican nominee still refuses acknowledge born united states,[]
HillaryClinton,new check letters hillary americans around country,False,2001,5694,18,SEP,4,2016,new check letters hillary americans around country,[]
realDonaldTrump,fit msm narrative wont share jesse jackson,True,13146,18443,16,SEP,4,2016,fit msm narrative wont share jesse jackson,[]
realDonaldTrump,cnn biased never ever watch trump,False,5902,19156,16,SEP,4,2016,cnn biased never ever watch trump,[]
realDonaldTrump,crooked hillary v p pick said morning aware russia took crimea total lie taken term,False,6954,22297,16,SEP,4,2016,crooked hillary v p pick said morning aware russia took crimea total lie taken term,[]
HillaryClinton,special thing hillary job worth abandon president carter,False,3332,8289,14,SEP,4,2016,special thing hillary job worth abandon president carter,[]
realDonaldTrump,wow failing reported properly crooked fbi release back pack longer credible source,False,9658,29942,12,SEP,4,2016,wow failing reported properly crooked fbi release back pack longer credible source,[]
HillaryClinton,thanks reaffirming law protect women health whichever provider choose,False,2478,7768,23,SEP,3,2016,thanks reaffirming law protect women health whichever provider choose,[]
HillaryClinton,even hateful speech week trump never vague feelings toward immigrants,False,2251,4821,21,SEP,3,2016,even hateful speech week trump never vague feelings toward immigrants,[]
HillaryClinton,reminder america officially joins paris climate agreement stop,False,2401,4993,21,SEP,3,2016,reminder america officially joins paris climate agreement stop,[]
realDonaldTrump,disgusting bias hard time promoting crooked hillary light new e mail scandals,False,14280,41139,20,SEP,3,2016,disgusting bias hard time promoting crooked hillary light new e mail scandals,[]
realDonaldTrump,great visit detroit church fantastic reception talks small protest outside inside large wonderful crowd,False,12037,38118,20,SEP,3,2016,great visit detroit church fantastic reception talks small protest outside inside large wonderful crowd,[]
realDonaldTrump,returning pensacola bay center florida friday pm join,False,6380,18999,20,SEP,3,2016,returning pensacola bay center florida friday pm join,[]
HillaryClinton,hillary deliver paris amp go cut emissions build renewable energy power every home america,True,1492,3680,18,SEP,3,2016,hillary deliver paris amp go cut emissions build renewable energy power every home america,[]
realDonaldTrump,thank great faith ministries international bishop wayne jackson detroit,False,11097,28965,17,SEP,3,2016,thank great faith ministries international bishop wayne jackson detroit,[]
HillaryClinton,planet future depends decisions make rt agree time combat climate change,False,7957,12095,17,SEP,3,2016,planet future depends decisions make rt agree time combat climate change,[]
HillaryClinton,higher calling service others,True,2001,6029,16,SEP,3,2016,higher calling service others,[]
HillaryClinton,donald trump pattern prejudice discrimination started long presidential candidate,False,3637,6203,14,SEP,3,2016,donald trump pattern prejudice discrimination started long presidential candidate,[]
realDonaldTrump,,False,12505,29829,11,SEP,3,2016,,[]
HillaryClinton,donald trump plan immigration clear along demonize immigrants build wall deport millions,False,3790,6890,2,SEP,3,2016,donald trump plan immigration clear along demonize immigrants build wall deport millions,[]
realDonaldTrump,,False,9594,26405,23,SEP,2,2016,,[]
HillaryClinton,america needs leadership white house liability,False,2815,6966,22,SEP,2,2016,america needs leadership white house liability,[]
HillaryClinton,ruline born women vote cast vote elect st woman president,False,9597,25250,20,SEP,2,2016,ruline born women vote cast vote elect st woman president,[]
HillaryClinton,drug companies never put profits patients plan stop excessive prescription drug price hikes,False,2471,5981,18,SEP,2,2016,drug companies never put profits patients plan stop excessive prescription drug price hikes,[]
realDonaldTrump,great new poll iowa thank,False,10351,25711,16,SEP,2,2016,great new poll iowa thank,[]
HillaryClinton,trump hateful language affecting kids heartbreaking things saying,False,2539,5051,16,SEP,2,2016,trump hateful language affecting kids heartbreaking things saying,[]
HillaryClinton,trump laid hardline mean spirited immigration proposal u history,True,859,1418,15,SEP,2,2016,trump laid hardline mean spirited immigration proposal u history,[]
HillaryClinton,worst part trump disturbing policies immigrant families go way beyond building wall,False,1832,3657,14,SEP,2,2016,worst part trump disturbing policies immigrant families go way beyond building wall,[]
HillaryClinton,candidate trump already embarrassed us world stage imagine damage president,False,10644,20782,12,SEP,2,2016,candidate trump already embarrassed us world stage imagine damage president,[]
realDonaldTrump,visited trump tower campaign headquarters last night returning ohio arizona packed great pros win,False,7267,29731,12,SEP,2,2016,visited trump tower campaign headquarters last night returning ohio arizona packed great pros win,[]
realDonaldTrump,people surprised ground game nov army volunteers people great spirit want,False,9397,28792,12,SEP,2,2016,people surprised ground game nov army volunteers people great spirit want,[]
realDonaldTrump,heard crazy dumb mental breakdown talking low ratings joe mess,False,5944,21376,12,SEP,2,2016,heard crazy dumb mental breakdown talking low ratings joe mess,[]
HillaryClinton,clinton announces plan address unjustified price hikes life saving drugs,True,1087,2256,12,SEP,2,2016,clinton announces plan address unjustified price hikes life saving drugs,[]
HillaryClinton,disastrous mexico wall trip case study trump school diplomacy,False,2158,4334,3,SEP,2,2016,disastrous mexico wall trip case study trump school diplomacy,[]
HillaryClinton,donald trump first swing diplomacy go great try follow decision making process,False,1680,4232,1,SEP,2,2016,donald trump first swing diplomacy go great try follow decision making process,[]
HillaryClinton,donald trump immigration plan makes clear interested dividing us uniting us,True,3160,6948,1,SEP,2,2016,donald trump immigration plan makes clear interested dividing us uniting us,[]
HillaryClinton,turns hosting miss universe pageants abroad equate diplomatic skills,False,1855,5066,1,SEP,2,2016,turns hosting miss universe pageants abroad equate diplomatic skills,[]
HillaryClinton,folks got elect take back senate let roll sleeves get work joe,True,3505,9056,23,SEP,1,2016,folks got elect take back senate let roll sleeves get work joe,[]
HillaryClinton,took donald trump exactly one foreign policy trip get rebuked leader ally nation,False,7157,14048,23,SEP,1,2016,took donald trump exactly one foreign policy trip get rebuked leader ally nation,[]
realDonaldTrump,interviewed tonight pm enjoy,False,3945,15933,22,SEP,1,2016,interviewed tonight pm enjoy,[]
HillaryClinton,trump needs help diplomacy could learn lot last secretary state,False,1504,3908,22,SEP,1,2016,trump needs help diplomacy could learn lot last secretary state,[]
HillaryClinton,born sept former tx gov ann richards opened doors women minorities state beyond,False,3645,12191,21,SEP,1,2016,born sept former tx gov ann richards opened doors women minorities state beyond,[]
HillaryClinton,election looking mirror see nation respects people divides people,True,2941,7300,20,SEP,1,2016,election looking mirror see nation respects people divides people,[]
HillaryClinton,softening whatsoever trump alarming immigration speech yet,False,1192,2580,19,SEP,1,2016,softening whatsoever trump alarming immigration speech yet,[]
HillaryClinton,choice starker,False,2800,5731,17,SEP,1,2016,choice starker,[]
realDonaldTrump,promising new legacy america going create new american future thank ohio,False,9741,29712,17,SEP,1,2016,promising new legacy america going create new american future thank ohio,[]
HillaryClinton,trump self proclaimed tough negotiator choked openly lied choking,False,2706,5311,16,SEP,1,2016,trump self proclaimed tough negotiator choked openly lied choking,[]
HillaryClinton,causing nations wonder actually keep word donald trump,False,1010,2159,16,SEP,1,2016,causing nations wonder actually keep word donald trump,[]
HillaryClinton,neighborhood come character etched values set vp biden,True,1002,3148,16,SEP,1,2016,neighborhood come character etched values set vp biden,[]
HillaryClinton,trump born silver spoon mouth choking foot mouth along spoon vp biden,True,8926,18360,16,SEP,1,2016,trump born silver spoon mouth choking foot mouth along spoon vp biden,[]
HillaryClinton,sick tired people like trump saying get paid much ohio,False,1281,3001,16,SEP,1,2016,sick tired people like trump saying get paid much ohio,[]
HillaryClinton,fighting middle class workers make america great follow along vp biden back ohio today,True,936,3100,15,SEP,1,2016,fighting middle class workers make america great follow along vp biden back ohio today,[]
HillaryClinton,tune watch hit trail hillary ohio,False,588,1900,15,SEP,1,2016,tune watch hit trail hillary ohio,[]
realDonaldTrump,thank morning enjoyed time everyone,False,6355,20610,14,SEP,1,2016,thank morning enjoyed time everyone,[]
HillaryClinton,proud rated four stars impact transparency quality work,True,1919,4186,14,SEP,1,2016,proud rated four stars impact transparency quality work,[]
HillaryClinton,trump extreme immigration speech got rave reviews white supremacists alt right ann coulter,False,3671,6297,12,SEP,1,2016,trump extreme immigration speech got rave reviews white supremacists alt right ann coulter,[]
realDonaldTrump,poll numbers way making big progress,False,10162,38434,10,SEP,1,2016,poll numbers way making big progress,[]
realDonaldTrump,thank great review speech immigration last night thank also great people arizona,False,7082,29187,10,SEP,1,2016,thank great review speech immigration last night thank also great people arizona,[]
realDonaldTrump,mexico pay wall,False,30488,60574,10,SEP,1,2016,mexico pay wall,[]
realDonaldTrump,trump administration called,False,8741,23629,5,SEP,1,2016,trump administration called,[]
realDonaldTrump,hillary clinton strength stamina make america great,False,7138,20778,5,SEP,1,2016,hillary clinton strength stamina make america great,[]
realDonaldTrump,amnesty,False,6504,18247,4,SEP,1,2016,amnesty,[]
realDonaldTrump,mexico pay wall,False,10340,23355,4,SEP,1,2016,mexico pay wall,[]
realDonaldTrump,watching leader first time three presidencies put america americans first,True,9401,22030,4,SEP,1,2016,watching leader first time three presidencies put america americans first,[]
realDonaldTrump,hear churchill nice turn phrase trump immigration speech magnificent speech ever given,True,9105,24723,4,SEP,1,2016,hear churchill nice turn phrase trump immigration speech magnificent speech ever given,[]
HillaryClinton,donald trump could actually next president chip midnight make sure never happens,False,1973,4876,2,SEP,1,2016,donald trump could actually next president chip midnight make sure never happens,[]
HillaryClinton,donald trump,False,3263,6030,2,SEP,1,2016,donald trump,[]
HillaryClinton,going criminalize profile round deport million people,False,4249,7926,1,SEP,1,2016,going criminalize profile round deport million people,[]
HillaryClinton,trump failed first foreign test diplomacy easy looks h,False,9597,22600,1,SEP,1,2016,trump failed first foreign test diplomacy easy looks h,[]
HillaryClinton,wall mexico pay bad idea even worse negotiator,False,7553,13557,1,SEP,1,2016,wall mexico pay bad idea even worse negotiator,[]
HillaryClinton,nunca les mentiré donald trump el de agosto de,True,1581,2347,1,SEP,1,2016,nunca les mentiré donald trump el de agosto de,[]
realDonaldTrump,arrived arizona,False,3322,15116,0,SEP,1,2016,arrived arizona,[]
realDonaldTrump,great trip mexico today wonderful leadership high quality people look forward next meeting,False,10252,35958,0,SEP,1,2016,great trip mexico today wonderful leadership high quality people look forward next meeting,[]
realDonaldTrump,hillary clinton go louisiana go mexico drive stamina make america great,False,20890,57953,0,SEP,1,2016,hillary clinton go louisiana go mexico drive stamina make america great,[]
HillaryClinton,old mexican proverb says tell walk tell,True,2999,4976,0,SEP,1,2016,old mexican proverb says tell walk tell,[]
HillaryClinton,turns trump choke got beat room lied,False,5590,10555,23,AUG,31,2016,turns trump choke got beat room lied,[]
HillaryClinton,never lie donald trump august,False,5143,8390,23,AUG,31,2016,never lie donald trump august,[]
HillaryClinton,great news north carolinians let make voting easier every voice democracy heard h,False,3431,8805,22,AUG,31,2016,great news north carolinians let make voting easier every voice democracy heard h,[]
HillaryClinton,trump vilified mexicans immigrants since day one campaign america stands,False,5797,13071,21,AUG,31,2016,trump vilified mexicans immigrants since day one campaign america stands,[]
HillaryClinton,happen tremendous feeling mexican americans donald trump august,True,494,939,21,AUG,31,2016,happen tremendous feeling mexican americans donald trump august,[]
HillaryClinton,el plan de trump sobre inmigración ha sido claro demonizar inmigrantes construir la muralla deportar millones,True,3758,3867,20,AUG,31,2016,el plan de trump sobre inmigración ha sido claro demonizar inmigrantes construir la muralla deportar millones,[]
HillaryClinton,building wall mexican donald trump june,False,3083,4256,20,AUG,31,2016,building wall mexican donald trump june,[]
HillaryClinton,trump meets president peña nieto helpful refresher things said mexico,False,3619,4714,19,AUG,31,2016,trump meets president peña nieto helpful refresher things said mexico,[]
